Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,price_day_before,Label
2023-09-08 00:00:00-04:00,3.7135000228881836,3.7135000228881836,3.6760001182556152,3.680500030517578,1120,0.0,0.0,,0
2023-09-11 00:00:00-04:00,3.702500104904175,3.7744998931884766,3.702500104904175,3.7699999809265137,846,0.0,0.0,3.680500030517578,1
2023-09-12 00:00:00-04:00,3.762500047683716,3.763000011444092,3.7360000610351562,3.752000093460083,460,0.0,0.0,3.7699999809265137,0
2023-09-13 00:00:00-04:00,3.749500036239624,3.763000011444092,3.746000051498413,3.75600004196167,509,0.0,0.0,3.752000093460083,1
2023-09-14 00:00:00-04:00,3.799999952316284,3.799999952316284,3.760999917984009,3.7825000286102295,545,0.0,0.0,3.75600004196167,1
2023-09-15 00:00:00-04:00,3.805500030517578,3.805500030517578,3.756999969482422,3.7634999752044678,556,0.0,0.0,3.7825000286102295,0
2023-09-18 00:00:00-04:00,3.744999885559082,3.744999885559082,3.7330000400543213,3.741499900817871,674,0.0,0.0,3.7634999752044678,0
2023-09-19 00:00:00-04:00,3.7100000381469727,3.7139999866485596,3.700000047683716,3.7139999866485596,717,0.0,0.0,3.741499900817871,0
2023-09-20 00:00:00-04:00,3.7335000038146973,3.746500015258789,3.7079999446868896,3.746500015258789,842,0.0,0.0,3.7139999866485596,1
2023-09-21 00:00:00-04:00,3.7079999446868896,3.7184998989105225,3.609999895095825,3.6665000915527344,628,0.0,0.0,3.746500015258789,0
2023-09-22 00:00:00-04:00,3.686500072479248,3.686500072479248,3.6654999256134033,3.6654999256134033,586,0.0,0.0,3.6665000915527344,0
2023-09-25 00:00:00-04:00,3.6635000705718994,3.6659998893737793,3.6489999294281006,3.6494998931884766,1582,0.0,0.0,3.6654999256134033,0
2023-09-26 00:00:00-04:00,3.619999885559082,3.6435000896453857,3.619999885559082,3.625,702,0.0,0.0,3.6494998931884766,0
2023-09-27 00:00:00-04:00,3.619999885559082,3.627000093460083,3.619499921798706,3.627000093460083,1228,0.0,0.0,3.625,1
2023-09-28 00:00:00-04:00,3.625499963760376,3.697499990463257,3.615999937057495,3.694499969482422,935,0.0,0.0,3.627000093460083,1
2023-09-29 00:00:00-04:00,3.73799991607666,3.7664999961853027,3.7174999713897705,3.7260000705718994,815,0.0,0.0,3.694499969482422,1
2023-10-02 00:00:00-04:00,3.692500114440918,3.692500114440918,3.631500005722046,3.631999969482422,621,0.0,0.0,3.7260000705718994,0
2023-10-03 00:00:00-04:00,3.631500005722046,3.631500005722046,3.6059999465942383,3.615499973297119,525,0.0,0.0,3.631999969482422,0
2023-10-04 00:00:00-04:00,3.6115000247955322,3.6115000247955322,3.570499897003174,3.5840001106262207,395,0.0,0.0,3.615499973297119,0
2023-10-05 00:00:00-04:00,3.565999984741211,3.5759999752044678,3.546999931335449,3.546999931335449,376,0.0,0.0,3.5840001106262207,0
2023-10-06 00:00:00-04:00,3.555999994277954,3.631999969482422,3.555999994277954,3.624500036239624,326,0.0,0.0,3.546999931335449,1
