Date,GC=F Open,GC=F High,GC=F Low,GC=F Close,GC=F Volume,BTC-USD Open,BTC-USD High,BTC-USD Low,BTC-USD Close,BTC-USD Volume,HG=F Open,HG=F High,HG=F Low,HG=F Close,HG=F Volume,ETH-USD Open,ETH-USD High,ETH-USD Low,ETH-USD Close,ETH-USD Volume,^GSPC Open,^GSPC High,^GSPC Low,^GSPC Close,^GSPC Volume,XMR-USD Open,XMR-USD High,XMR-USD Low,XMR-USD Close,XMR-USD Volume,^GSPC Percentage Change,^GSPC RSI,HG=F Percentage Change,HG=F RSI,GC=F Percentage Change,GC=F RSI,XMR-USD Percentage Change,XMR-USD RSI,BTC-USD Percentage Change,BTC-USD RSI,ETH-USD Percentage Change,ETH-USD RSI,Target
2017-12-03,1636.8887983645247,1644.485998768624,1629.3999320275145,1636.9799852214876,5438.75,11082.7001953125,11858.7001953125,10862.0,11323.2001953125,6608309760.0,3.400142423767861,3.4230881123269192,3.3761403695807433,3.4012035489733754,1747.7581967213114,463.7049865722656,482.8139953613281,451.85198974609375,465.8529968261719,990556992.0,3518.221772177634,3539.3543480362096,3495.511944725896,3518.6507237561327,4191630600.682594,203.36500549316406,209.08599853515625,191.2480010986328,200.05099487304688,111303000.0,0.0,50.0,0.0,50.0,0.0,50.0,-0.014692129196103187,70.57731918766456,0.022447817050383678,88.08110155787153,0.005187176307693608,72.00808415990788,1
2017-12-04,1272.5,1276.0999755859375,1270.300048828125,1274.300048828125,850.0,11315.400390625,11657.2001953125,11081.7998046875,11657.2001953125,6132409856.0,3.068000078201294,3.0840001106262207,3.059000015258789,3.062999963760376,886.0,466.0539855957031,474.7770080566406,453.31201171875,470.2040100097656,1005550016.0,2657.18994140625,2665.18994140625,2639.030029296875,2639.43994140625,4025840000.0,199.56199645996094,210.24200439453125,192.04200744628906,210.24200439453125,74534400.0,-0.24987157048976205,50.52098485219387,-0.09943644370096094,49.25583612585798,-0.22155428879253591,49.99304107756101,0.050942058688344005,71.23242621063882,0.02949696148075409,88.53245386090067,0.009339884498408058,71.09578452141088,1
2017-12-05,1275.4000244140625,1275.800048828125,1260.0,1261.5999755859375,1499.0,11685.7001953125,12032.0,11604.599609375,11916.7001953125,6895260160.0,3.063999891281128,3.065000057220459,2.9205000400543213,2.9205000400543213,1747.0,470.29400634765625,473.5580139160156,457.6600036621094,463.281005859375,1216720000.0,2639.780029296875,2648.719970703125,2627.72998046875,2629.570068359375,3547570000.0,211.1280059814453,272.64300537109375,208.8939971923828,269.4840087890625,352326016.0,-0.0037393815604747083,50.27803179606958,-0.04652299229253365,44.75762950323555,-0.009966313078200728,49.548857560233365,0.28178005896176783,77.9343402554222,0.02226091991663215,91.65898951958339,-0.014723405166720771,70.92400560493918,1
2017-12-06,1264.9000244140625,1267.800048828125,1261.5999755859375,1262.800048828125,373.0,11923.400390625,14369.099609375,11923.400390625,14291.5,12656300032.0,2.928499937057495,2.9614999294281006,2.928499937057495,2.936500072479248,768.0,462.60400390625,462.7080078125,420.2099914550781,428.5880126953125,1998259968.0,2626.239990234375,2634.409912109375,2624.75,2629.27001953125,3253080000.0,268.16400146484375,316.6679992675781,260.6109924316406,278.68499755859375,543884032.0,-0.00011410565998426492,50.293140314060274,0.005478524980478738,44.95469945079289,0.0009512311869142032,49.33081941579433,0.034142986112149165,76.38396147332203,0.19928333899191664,94.34524774367053,-0.07488542099779771,59.20840306123107,1
2017-12-07,1262.300048828125,1262.4000244140625,1243.9000244140625,1249.800048828125,358.0,14266.099609375,17899.69921875,14057.2998046875,17899.69921875,17950699520.0,2.9509999752044678,2.9679999351501465,2.928999900817871,2.940500020980835,692.0,426.3689880371094,441.3970031738281,414.4110107421875,434.4079895019531,2129570048.0,2628.3798828125,2640.989990234375,2626.530029296875,2636.97998046875,3297060000.0,277.86700439453125,300.3219909667969,263.1730041503906,280.8550109863281,299528000.0,0.0029323579853828274,40.367778678218635,0.0013621482727257384,36.446053494326726,-0.010294583067259166,39.36026569561484,0.0077866173161262875,79.32028105968148,0.2524716942763181,98.33168990324128,0.013579420408984078,55.123209274019935,0
2017-12-08,1246.300048828125,1249.300048828125,1241.5,1245.199951171875,157.0,17802.900390625,18353.400390625,14336.900390625,16569.400390625,21135998976.0,2.938499927520752,2.9665000438690186,2.938499927520752,2.9549999237060547,691.0,434.989013671875,466.06201171875,422.36700439453125,456.031005859375,2336379904.0,2646.2099609375,2651.64990234375,2644.10009765625,2651.5,3126750000.0,281.3089904785156,284.8609924316406,250.64999389648438,276.7439880371094,201496992.0,0.005506306319651655,50.66776284321457,0.004931101044639119,42.865907160203975,-0.0036806668879260096,48.59209409765724,-0.01463752750852243,77.63695642921317,-0.07431961911021989,86.74092210522574,0.04977582567533467,45.12063928726915,0
2017-12-09,1636.8887983645247,1644.485998768624,1629.3999320275145,1636.9799852214876,5438.75,16523.30078125,16783.0,13674.900390625,15178.2001953125,13911300096.0,3.400142423767861,3.4230881123269192,3.3761403695807433,3.4012035489733754,1747.7581967213114,457.343994140625,504.1470031738281,456.25299072265625,473.50201416015625,2003849984.0,3518.221772177634,3539.3543480362096,3495.511944725896,3518.6507237561327,4191630600.682594,277.2659912109375,281.39801025390625,250.38800048828125,262.5329895019531,161152000.0,0.3270415703398577,50.0,0.15099953867603078,50.0,0.3146322272827773,50.0,-0.05135070371700601,71.68424036883218,-0.08396201205323306,76.24049036356574,0.03831100972587986,51.7859292470861,0
2017-12-10,1636.8887983645247,1644.485998768624,1629.3999320275145,1636.9799852214876,5438.75,15168.400390625,15850.599609375,13226.599609375,15455.400390625,13433299968.0,3.400142423767861,3.4230881123269192,3.3761403695807433,3.4012035489733754,1747.7581967213114,472.78900146484375,472.78900146484375,429.5140075683594,441.72100830078125,1404179968.0,3518.221772177634,3539.3543480362096,3495.511944725896,3518.6507237561327,4191630600.682594,262.89898681640625,262.89898681640625,220.7689971923828,245.33299255371094,142120000.0,0.0,50.0,0.0,50.0,0.0,50.0,-0.06551556427583449,67.88802085258673,0.01826304777546084,75.71688593388974,-0.06711905104721572,43.5360336442018,1
2017-12-11,1248.4000244140625,1249.199951171875,1239.9000244140625,1243.699951171875,146.0,15427.400390625,17513.900390625,15404.7998046875,16936.80078125,12153900032.0,2.950500011444092,2.993000030517578,2.940000057220459,2.98799991607666,479.0,440.3580017089844,516.968994140625,439.10400390625,515.135986328125,1771440000.0,2652.18994140625,2660.330078125,2651.469970703125,2659.989990234375,3141480000.0,244.9510040283203,281.0329895019531,244.14300537109375,279.66900634765625,152496992.0,-0.2440312497414191,50.82092693738727,-0.12148747552066896,46.0611978816856,-0.24024730760309254,48.39978754153476,0.1399567723710382,70.9696214059299,0.09585001702858453,77.58698652201663,0.16620214263694977,55.926804238332515,1
2017-12-12,1241.300048828125,1244.4000244140625,1236.5,1238.5,692.0,16919.80078125,17781.80078125,16571.599609375,17415.400390625,14603799552.0,2.990000009536743,3.000499963760376,2.9830000400543213,2.999500036239624,836.0,522.2860107421875,657.3179931640625,504.4939880371094,651.4310302734375,5179829760.0,2661.72998046875,2669.719970703125,2659.780029296875,2664.110107421875,3568910000.0,281.4909973144531,319.8970031738281,281.18798828125,308.0669860839844,271785984.0,0.001548922064604108,50.52273015120709,0.0038487685696002583,48.00988647289973,-0.004181033509710552,48.20987364627813,0.10154139032848941,70.80602581181083,0.028257970059188287,77.99320076487122,0.2645807079346558,71.13955154818179,0
2017-12-13,1241.9000244140625,1254.5,1239.800048828125,1245.4000244140625,349.0,17500.0,17653.099609375,16039.7001953125,16408.19921875,12976900096.0,2.993000030517578,3.0350000858306885,2.993000030517578,3.0295000076293945,535.0,644.906005859375,747.9929809570312,597.7979736328125,702.7670288085938,4524539904.0,2667.590087890625,2671.8798828125,2662.85009765625,2662.85009765625,3568360000.0,307.4309997558594,330.34600830078125,284.7439880371094,305.7449951171875,248583008.0,-0.0004729570906678582,50.518597850280436,0.010001657285318988,49.70560562982597,0.005571275263675846,48.826743119055905,-0.007537292445104371,81.37870332634036,-0.05783393716386753,73.3225795159832,0.07880496345654286,82.13815307020839,1
2017-12-14,1252.9000244140625,1257.699951171875,1250.300048828125,1253.800048828125,139.0,16384.599609375,17085.80078125,16185.900390625,16564.0,13777399808.0,3.0329999923706055,3.052000045776367,3.0160000324249268,3.0485000610351562,1029.0,700.593994140625,753.1209716796875,664.989013671875,695.8159790039062,3821580032.0,2665.8701171875,2668.090087890625,2652.010009765625,2652.010009765625,3442760000.0,303.2640075683594,335.5270080566406,301.39599609375,325.20599365234375,261052992.0,-0.004070859227173984,50.0626504782916,0.006271679603206071,50.31956950210346,0.0067448404122318895,49.37960822898754,0.06365107800929715,81.99248050974886,0.009495300439305021,72.95652690033677,-0.009890973138668269,79.92226750306659,0
2017-12-15,1253.0999755859375,1260.300048828125,1253.0999755859375,1254.300048828125,578.0,16601.30078125,18154.099609375,16601.30078125,17706.900390625,14309999616.0,3.0420000553131104,3.114500045776367,3.0420000553131104,3.109999895095825,560.0,696.3759765625,697.1320190429688,621.0609741210938,684.447998046875,2758710016.0,2660.6298828125,2679.6298828125,2659.139892578125,2675.81005859375,5736910000.0,325.6059875488281,326.07598876953125,296.0780029296875,312.3219909667969,163054000.0,0.008974343513216354,50.47258422558539,0.020173801157735927,51.21430798116297,0.00039878766990586456,49.2139475529322,-0.039617974259479105,76.52552368848053,0.06899905763251635,73.72063763874617,-0.016337625608002115,76.73572901198868,1
2017-12-16,1636.8887983645247,1644.485998768624,1629.3999320275145,1636.9799852214876,5438.75,17760.30078125,19716.69921875,17515.30078125,19497.400390625,12740599808.0,3.400142423767861,3.4230881123269192,3.3761403695807433,3.4012035489733754,1747.7581967213114,686.1920166015625,718.385009765625,680.7860107421875,696.208984375,2165690112.0,3518.221772177634,3539.3543480362096,3495.511944725896,3518.6507237561327,4191630600.682594,312.6099853515625,331.5429992675781,311.71099853515625,327.3210144042969,164860992.0,0.3149852368838657,50.0,0.09363461855312294,50.0,0.3050944124182209,50.0,0.04802423099017239,76.81963011030942,0.10111877067699493,76.51981763356814,0.01718317003144998,77.96304985393151,1
2017-12-17,1636.8887983645247,1644.485998768624,1629.3999320275145,1636.9799852214876,5438.75,19475.80078125,20089.0,18974.099609375,19140.80078125,13314599936.0,3.400142423767861,3.4230881123269192,3.3761403695807433,3.4012035489733754,1747.7581967213114,696.2369995117188,735.8250122070312,696.2369995117188,719.9749755859375,2147389952.0,3518.221772177634,3539.3543480362096,3495.511944725896,3518.6507237561327,4191630600.682594,328.0580139160156,365.2439880371094,327.2720031738281,351.37298583984375,278704992.0,0.0,50.0,0.0,50.0,0.0,50.0,0.07348129321705765,79.93179428300995,-0.01828959770177696,74.4480319561845,0.034136289166496026,79.03892453017977,1
2017-12-18,1256.199951171875,1262.4000244140625,1255.699951171875,1262.199951171875,45.0,19106.400390625,19371.0,18355.900390625,19114.19921875,14839499776.0,3.0959999561309814,3.122999906539917,3.0899999141693115,3.121999979019165,618.0,721.7319946289062,803.927978515625,689.2310180664062,794.64501953125,3249230080.0,2685.919921875,2694.969970703125,2685.919921875,2690.159912109375,3727770000.0,353.0660095214844,381.5119934082031,332.0920104980469,381.5119934082031,217306000.0,-0.23545696253771675,50.730927342143225,-0.08208963854529838,51.706372290481006,-0.22894600876803262,49.62069141729353,0.08577497070903672,81.39964299965334,-0.0013897831550526707,73.77748006323168,0.10371199899627581,81.94115064999758,0
2017-12-19,1261.0999755859375,1264.300048828125,1259.5,1260.699951171875,329.0,19118.30078125,19177.80078125,17275.400390625,17776.69921875,16894499840.0,3.1110000610351562,3.129499912261963,3.0920000076293945,3.127500057220459,711.0,793.9010009765625,881.9439697265625,785.3419799804688,826.822998046875,4096549888.0,2692.7099609375,2694.43994140625,2680.739990234375,2681.469970703125,3407680000.0,381.0660095214844,406.03399658203125,346.9419860839844,377.2359924316406,317292000.0,-0.0032302694598687065,50.74818582352254,0.0017617162838745593,56.5020147509778,-0.001188401250219795,49.97158691344201,-0.0112080381493731,74.74099439987891,-0.0699741582000456,67.48334728258757,0.04049352569353082,84.09518510504569,1
2017-12-20,1261.300048828125,1266.5999755859375,1261.300048828125,1266.0999755859375,63.0,17760.30078125,17934.69921875,16077.7001953125,16624.599609375,22149699584.0,3.119499921798706,3.177000045776367,3.119499921798706,3.1714999675750732,600.0,827.5159912109375,845.06201171875,756.0040283203125,819.0859985351562,3969939968.0,2688.179931640625,2691.010009765625,2676.110107421875,2679.25,3246230000.0,375.7139892578125,476.39801025390625,329.95001220703125,469.197998046875,498648000.0,-0.0008278931807477186,50.7201097305869,0.014068716083004196,57.253914691952644,0.004283354186730204,50.10390065692049,0.24377845025458145,81.69711661052536,-0.06480953495347552,57.5086391524579,-0.009357504000245709,88.57364107586491,0
2017-12-21,1266.4000244140625,1267.4000244140625,1264.300048828125,1267.300048828125,226.0,16642.400390625,17567.69921875,15342.7001953125,15802.900390625,16516599808.0,3.1695001125335693,3.194499969482422,3.1630001068115234,3.194499969482422,977.0,820.2360229492188,880.5430297851562,792.6890258789062,821.06298828125,3569060096.0,2683.02001953125,2692.639892578125,2682.39990234375,2684.570068359375,3293130000.0,470.2869873046875,470.2869873046875,390.5509948730469,417.9800109863281,354020992.0,0.0019856558213586784,50.68614877560055,0.007252089592463262,57.74950340928171,0.0009478503003936822,50.555125471178705,-0.10916071098715552,69.61343824884804,-0.04942670729264509,41.77700252887804,0.0024136534498566675,88.48622557071951,0
2017-12-22,1266.300048828125,1276.300048828125,1266.300048828125,1275.4000244140625,119.0,15898.0,15943.400390625,11833.0,13831.7998046875,22197999616.0,3.188499927520752,3.2184998989105225,3.184499979019165,3.2144999504089355,946.0,822.6430053710938,827.6829833984375,543.7620239257812,674.8599853515625,4977710080.0,2684.219970703125,2685.35009765625,2678.1298828125,2683.340087890625,2401030000.0,419.52899169921875,423.4219970703125,255.66799926757812,346.1130065917969,334616992.0,-0.0004581666477052604,50.460833011705965,0.006260754771506338,57.89082737428066,0.006391521560681346,50.95586784699711,-0.1719388547431805,58.31115097326087,-0.12473030502089644,39.77775157158742,-0.1780655138721301,67.45300828192947,1
2017-12-23,1636.8887983645247,1644.485998768624,1629.3999320275145,1636.9799852214876,5438.75,13948.7001953125,15603.2001953125,13828.7998046875,14699.2001953125,13086000128.0,3.400142423767861,3.4230881123269192,3.3761403695807433,3.4012035489733754,1747.7581967213114,681.3159790039062,763.89501953125,679.7310180664062,719.3870239257812,2480339968.0,3518.221772177634,3539.3543480362096,3495.511944725896,3518.6507237561327,4191630600.682594,349.7619934082031,417.6470031738281,344.3810119628906,382.03900146484375,190116992.0,0.3112951055421924,50.0,0.05808169278107722,50.0,0.2835031785212174,50.0,0.10379845365192453,63.609923690758706,0.06271059463505568,48.13859190026991,0.0659796691768928,68.79955171297685,0
2017-12-24,1636.8887983645247,1644.485998768624,1629.3999320275145,1636.9799852214876,5438.75,14608.2001953125,14626.0,12747.7001953125,13925.7998046875,11572299776.0,3.400142423767861,3.4230881123269192,3.3761403695807433,3.4012035489733754,1747.7581967213114,721.7689819335938,721.7689819335938,614.9219970703125,694.1480102539062,2300549888.0,3518.221772177634,3539.3543480362096,3495.511944725896,3518.6507237561327,4191630600.682594,391.0150146484375,391.0150146484375,297.0929870605469,337.05999755859375,134675008.0,0.0,50.0,0.0,50.0,0.0,50.0,-0.1177340631029502,59.82468665105395,-0.05261513418067698,44.276648003571594,-0.0350840546638479,69.49474799620641,1
2017-12-25,1636.8887983645247,1644.485998768624,1629.3999320275145,1636.9799852214876,5438.75,13995.900390625,14593.0,13448.900390625,14026.599609375,10664699904.0,3.400142423767861,3.4230881123269192,3.3761403695807433,3.4012035489733754,1747.7581967213114,698.8699951171875,782.52099609375,698.8699951171875,765.833984375,2491760128.0,3518.221772177634,3539.3543480362096,3495.511944725896,3518.6507237561327,4191630600.682594,339.6889953613281,365.86700439453125,323.2040100097656,360.7820129394531,119632000.0,0.0,66.74375518352355,0.0,71.26384579412164,0.0,67.00685119531919,0.07037920712242207,58.88997369376059,0.007238349401918809,37.856151571145226,0.1032718859121593,69.41306272055378,1
2017-12-26,1282.4000244140625,1284.0999755859375,1281.800048828125,1284.0999755859375,84.0,14036.599609375,16461.19921875,14028.900390625,16099.7998046875,13454300160.0,3.2209999561309814,3.257999897003174,3.2209999561309814,3.25600004196167,500.0,763.3699951171875,786.7899780273438,760.9349975585938,773.8359985351562,2201159936.0,2679.090087890625,2682.739990234375,2677.9599609375,2680.5,1970660000.0,361.0849914550781,384.77099609375,357.27301025390625,381.5429992675781,161342000.0,-0.23820230808854292,50.2411588420082,-0.0426918015699278,61.60303627171334,-0.2155676995573068,51.51603721198789,0.057544405163039825,58.190064193536884,0.14780490304484273,45.154969409782176,0.010448758247111112,61.828828470683185,1
2017-12-27,1284.0,1287.0,1284.0,1287.0,456.0,16163.5,16930.900390625,15114.2998046875,15838.5,12487600128.0,3.256999969482422,3.256999969482422,3.256999969482422,3.256999969482422,1033.0,774.969970703125,789.2529907226562,738.4130249023438,762.8419799804688,2100029952.0,2682.10009765625,2685.639892578125,2678.909912109375,2682.6201171875,2202900000.0,381.3030090332031,442.5950012207031,381.3030090332031,421.8489990234375,250742000.0,0.0007909409391904099,50.29082000029151,0.0003071030429562249,60.568474319745036,0.0022584101465614737,51.3867397541155,0.10563946877083841,61.93130471565048,-0.016230003345223065,47.77997211931278,-0.014207168670750336,56.296384812137354,0
2017-12-28,1288.199951171875,1294.0999755859375,1288.199951171875,1294.0999755859375,245.0,15864.099609375,15888.400390625,13937.2998046875,14606.5,12336499712.0,3.249500036239624,3.2955000400543213,3.249500036239624,3.2860000133514404,814.0,762.2080078125,763.3189697265625,701.18701171875,737.0230102539062,2389149952.0,2686.10009765625,2687.659912109375,2682.68994140625,2687.5400390625,2174890000.0,422.5069885253906,422.5069885253906,359.4930114746094,378.90399169921875,162716992.0,0.0018339987251561052,50.52356405348101,0.008903912846406126,60.93145854179117,0.005516686546960026,51.3445678817141,-0.10180184716245533,55.26413791535381,-0.07778514379518264,42.96222871745494,-0.03384576413482587,54.154546040819824,0
2017-12-29,1294.199951171875,1306.300048828125,1294.0,1306.300048828125,65.0,14695.7998046875,15279.0,14307.0,14656.2001953125,13025500160.0,3.253000020980835,3.2795000076293945,3.253000020980835,3.2795000076293945,874.0,740.3889770507812,770.1170043945312,729.6079711914062,753.5919799804688,2648969984.0,2689.14990234375,2692.1201171875,2673.610107421875,2673.610107421875,2447760000.0,381.3030090332031,387.56298828125,358.0710144042969,377.3659973144531,173824992.0,-0.005183153157965359,49.96748734383328,-0.001978090595141646,58.217675065895115,0.009427458057607696,51.72148938608567,-0.004059060919016422,56.521486898596756,0.0034026081068359026,38.096130491825015,0.022480939531120514,56.8988345506189,0
2017-12-30,1636.8887983645247,1644.485998768624,1629.3999320275145,1636.9799852214876,5438.75,14681.900390625,14681.900390625,12350.099609375,12952.2001953125,14452599808.0,3.400142423767861,3.4230881123269192,3.3761403695807433,3.4012035489733754,1747.7581967213114,753.8150024414062,753.8150024414062,685.2310180664062,717.2570190429688,3187780096.0,3518.221772177634,3539.3543480362096,3495.511944725896,3518.6507237561327,4191630600.682594,378.52099609375,378.52099609375,319.6090087890625,330.8039855957031,140463008.0,0.31606725826942617,50.0,0.03711039520074744,50.0,0.25314240529196486,50.0,-0.12338687653395175,50.328425416956115,-0.11626478741365665,24.2869734108226,-0.04821569483587351,52.0018980388132,1
2017-12-31,1636.8887983645247,1644.485998768624,1629.3999320275145,1636.9799852214876,5438.75,12897.7001953125,14377.400390625,12755.599609375,14156.400390625,12136299520.0,3.400142423767861,3.4230881123269192,3.3761403695807433,3.4012035489733754,1747.7581967213114,712.2119750976562,760.3480224609375,710.1190185546875,756.7329711914062,2554269952.0,3518.221772177634,3539.3543480362096,3495.511944725896,3518.6507237561327,4191630600.682594,329.00201416015625,356.7659912109375,327.4129943847656,349.0260009765625,101667000.0,0.0,50.0,0.0,50.0,0.0,50.0,0.055084026113064066,49.7762317148438,0.09297263608914186,31.6412535046539,0.05503738701798966,53.3946422143617,1
