Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,price_day_before,Label
2023-09-08 00:00:00+00:00,1647.8076171875,1657.1363525390625,1617.7965087890625,1636.1378173828125,4598495496,0.0,0.0,,0
2023-09-09 00:00:00+00:00,1636.0504150390625,1636.8707275390625,1629.660888671875,1635.162353515625,2081625742,0.0,0.0,1636.1378173828125,0
2023-09-10 00:00:00+00:00,1635.211669921875,1635.43310546875,1604.04052734375,1616.828857421875,4339499949,0.0,0.0,1635.162353515625,0
2023-09-11 00:00:00+00:00,1616.769775390625,1618.3057861328125,1533.4267578125,1551.6376953125,7693700923,0.0,0.0,1616.828857421875,0
2023-09-12 00:00:00+00:00,1551.497802734375,1619.114013671875,1549.4937744140625,1592.429443359375,6813819740,0.0,0.0,1551.6376953125,1
2023-09-13 00:00:00+00:00,1592.892333984375,1615.05029296875,1582.217529296875,1607.988525390625,4979469106,0.0,0.0,1592.429443359375,1
2023-09-14 00:00:00+00:00,1608.0316162109375,1640.522705078125,1607.7353515625,1626.974365234375,5538958553,0.0,0.0,1607.988525390625,1
2023-09-15 00:00:00+00:00,1626.8701171875,1652.1131591796875,1613.2486572265625,1641.640380859375,4348584771,0.0,0.0,1626.974365234375,1
2023-09-16 00:00:00+00:00,1641.4464111328125,1649.9886474609375,1632.577880859375,1635.2216796875,2819575929,0.0,0.0,1641.640380859375,0
2023-09-17 00:00:00+00:00,1635.2010498046875,1635.512939453125,1616.779296875,1622.896728515625,3032716258,0.0,0.0,1635.2216796875,0
2023-09-18 00:00:00+00:00,1623.0819091796875,1669.015380859375,1609.9573974609375,1637.3470458984375,5916674789,0.0,0.0,1622.896728515625,1
2023-09-19 00:00:00+00:00,1637.31201171875,1659.53173828125,1628.4132080078125,1643.544677734375,4405868861,0.0,0.0,1637.3470458984375,1
2023-09-20 00:00:00+00:00,1643.495361328125,1649.619140625,1610.4207763671875,1622.890625,5156431986,0.0,0.0,1643.544677734375,0
2023-09-21 00:00:00+00:00,1622.591796875,1625.20458984375,1573.3057861328125,1584.3070068359375,5191732312,0.0,0.0,1622.890625,0
2023-09-22 00:00:00+00:00,1584.0025634765625,1601.5377197265625,1579.101318359375,1593.268310546875,3460791634,0.0,0.0,1584.3070068359375,1
2023-09-23 00:00:00+00:00,1593.213134765625,1598.001708984375,1588.3289794921875,1593.8577880859375,2101436678,0.0,0.0,1593.268310546875,1
2023-09-24 00:00:00+00:00,1593.82568359375,1600.207275390625,1576.7833251953125,1580.8533935546875,3086456944,0.0,0.0,1593.8577880859375,0
2023-09-25 00:00:00+00:00,1580.7474365234375,1595.8441162109375,1565.0255126953125,1588.3228759765625,4394930984,0.0,0.0,1580.8533935546875,1
2023-09-26 00:00:00+00:00,1588.023193359375,1598.0977783203125,1580.16552734375,1593.417236328125,3544861160,0.0,0.0,1588.3228759765625,1
2023-09-27 00:00:00+00:00,1593.1082763671875,1631.9107666015625,1585.368896484375,1597.4912109375,5533036096,0.0,0.0,1593.417236328125,1
2023-09-28 00:00:00+00:00,1597.6719970703125,1666.024169921875,1597.294677734375,1652.8826904296875,6658092168,0.0,0.0,1597.4912109375,1
2023-09-29 00:00:00+00:00,1652.9998779296875,1687.28125,1648.656494140625,1667.94384765625,5529687537,0.0,0.0,1652.8826904296875,1
2023-09-30 00:00:00+00:00,1667.83447265625,1692.5311279296875,1666.5638427734375,1671.161865234375,3155292192,0.0,0.0,1667.94384765625,1
2023-10-01 00:00:00+00:00,1671.1614990234375,1750.595703125,1670.0821533203125,1733.8104248046875,5054880180,0.0,0.0,1671.161865234375,1
2023-10-02 00:00:00+00:00,1732.9840087890625,1743.5635986328125,1646.07763671875,1663.6275634765625,8420552922,0.0,0.0,1733.8104248046875,0
2023-10-03 00:00:00+00:00,1662.88720703125,1670.3563232421875,1644.4964599609375,1656.6856689453125,4742827302,0.0,0.0,1663.6275634765625,0
2023-10-04 00:00:00+00:00,1656.7359619140625,1657.2535400390625,1629.4266357421875,1647.838134765625,5127524863,0.0,0.0,1656.6856689453125,0
2023-10-05 00:00:00+00:00,1647.7882080078125,1654.3790283203125,1609.8499755859375,1611.4764404296875,5403759057,0.0,0.0,1647.838134765625,0
2023-10-06 00:00:00+00:00,1611.36572265625,1659.60986328125,1611.36572265625,1645.83154296875,4941208729,0.0,0.0,1611.4764404296875,1
2023-10-07 00:00:00+00:00,1645.8109130859375,1648.1837158203125,1631.158203125,1634.51123046875,2578994988,0.0,0.0,1645.83154296875,0
2023-10-08 00:00:00+00:00,1634.6573486328125,1641.182373046875,1618.189208984375,1633.548583984375,3315554175,0.0,0.0,1634.51123046875,0
