Date,HG=F Open,HG=F High,HG=F Low,HG=F Close,HG=F Volume,GC=F Open,GC=F High,GC=F Low,GC=F Close,GC=F Volume,^GSPC Open,^GSPC High,^GSPC Low,^GSPC Close,^GSPC Volume,XMR-USD Open,XMR-USD High,XMR-USD Low,XMR-USD Close,XMR-USD Volume,ETH-USD Open,ETH-USD High,ETH-USD Low,ETH-USD Close,ETH-USD Volume,BTC-USD Open,BTC-USD High,BTC-USD Low,BTC-USD Close,BTC-USD Volume
2017-11-19,,,,,,,,,,,,,,,,130.7209930419922,133.6179962158203,127.20800018310547,129.47900390625,42133000,347.4010009765625,371.2909851074219,344.739990234375,354.385986328125,1181529984,7766.02978515625,8101.91015625,7694.10009765625,8036.490234375,3149319936
2017-11-20,3.0510001182556152,3.0905001163482666,3.0510001182556152,3.0905001163482666,382.0,1274.5999755859375,1275.9000244140625,1274.5999755859375,1274.5999755859375,1.0,2579.489990234375,2584.639892578125,2578.239990234375,2582.139892578125,3023940000.0,129.49600219726562,140.55099487304688,128.48500061035156,135.76499938964844,59945400,354.093994140625,372.1369934082031,353.28900146484375,366.7300109863281,807027008,8039.06982421875,8336.8603515625,7949.35986328125,8200.6396484375,3488450048
2017-11-21,3.0859999656677246,3.125499963760376,3.0859999656677246,3.125499963760376,424.0,1281.0999755859375,1281.0999755859375,1281.0999755859375,1281.0999755859375,4.0,2589.169921875,2601.18994140625,2589.169921875,2599.030029296875,3351230000.0,136.10499572753906,142.21400451660156,131.3719940185547,141.73800659179688,72701504,367.4429931640625,372.4700012207031,350.6929931640625,360.4010009765625,949912000,8205.740234375,8348.66015625,7762.7099609375,8071.259765625,4277609984
2017-11-22,3.134500026702881,3.135999917984009,3.134500026702881,3.134500026702881,316.0,1284.699951171875,1291.5999755859375,1282.9000244140625,1291.5999755859375,4.0,2600.31005859375,2600.93994140625,2595.22998046875,2597.080078125,2764110000.0,142.08200073242188,173.44900512695312,141.13699340820312,165.9499969482422,189472000,360.31201171875,381.4200134277344,360.1470031738281,380.6520080566406,800819008,8077.9501953125,8302.259765625,8075.47021484375,8253.5498046875,3633530112
2017-11-23,,,,,,,,,,,,,,,,166.11000061035156,172.91900634765625,156.45399475097656,158.60699462890625,109392000,381.4389953613281,425.5480041503906,376.0880126953125,410.1659851074219,1845680000,8232.3798828125,8267.400390625,8038.77001953125,8038.77001953125,4225179904
2017-11-24,3.125999927520752,3.1735000610351562,3.125,3.1659998893737793,193.0,1286.699951171875,1286.699951171875,1286.699951171875,1286.699951171875,0.0,2600.419921875,2604.2099609375,2600.419921875,2602.419921875,1385890000.0,158.61900329589844,162.94200134277344,156.76100158691406,160.02699279785156,69178000,412.5010070800781,480.9729919433594,402.75799560546875,474.9110107421875,2292829952,8074.02001953125,8374.16015625,7940.93017578125,8253.6904296875,5058610176
2017-11-25,,,,,,,,,,,,,,,,159.9949951171875,170.10400390625,159.9949951171875,168.44200134277344,64076700,475.6759948730469,485.1919860839844,461.0530090332031,466.2760009765625,1422080000,8241.7099609375,8790.919921875,8191.14990234375,8790.919921875,4342060032
2017-11-26,,,,,,,,,,,,,,,,168.57200622558594,168.72000122070312,159.76300048828125,163.37399291992188,61100400,465.9739990234375,472.7229919433594,451.6059875488281,471.3299865722656,1197779968,8789.0400390625,9522.9296875,8775.58984375,9330.5498046875,5475579904
2017-11-27,3.13100004196167,3.134000062942505,3.13100004196167,3.132499933242798,245.0,1293.800048828125,1293.800048828125,1293.800048828125,1293.800048828125,1.0,2602.659912109375,2606.409912109375,2598.8701171875,2601.419921875,3017720000.0,162.91600036621094,173.39199829101562,159.947998046875,173.39199829101562,81489696,471.531005859375,493.4049987792969,468.4849853515625,480.3550109863281,1396480000,9352.7197265625,9818.349609375,9352.7197265625,9818.349609375,5653320192
2017-11-28,3.1050000190734863,3.1050000190734863,3.06850004196167,3.070499897003174,73600.0,1294.699951171875,1294.699951171875,1294.699951171875,1294.699951171875,275442.0,2605.93994140625,2627.68994140625,2605.43994140625,2627.0400390625,3493340000.0,175.34800720214844,203.2100067138672,173.17300415039062,203.2100067138672,179179008,480.51800537109375,482.4800109863281,466.34698486328125,472.9020080566406,1346499968,9823.4296875,10125.7001953125,9736.2998046875,10058.7998046875,6348819968
2017-11-29,3.068000078201294,3.0834999084472656,3.0325000286102295,3.0399999618530273,19125.0,1293.4000244140625,1296.199951171875,1281.0999755859375,1282.0999755859375,47244.0,2627.820068359375,2634.889892578125,2620.320068359375,2626.070068359375,4090630000.0,203.91299438476562,214.27499389648438,165.33099365234375,168.14999389648438,178828000,473.281005859375,522.3070068359375,425.0710144042969,427.52301025390625,2675940096,10077.400390625,11517.400390625,9601.0302734375,9888.6103515625,11568799744
2017-11-30,3.0369999408721924,3.063499927520752,3.0244998931884766,3.0369999408721924,2038.0,1283.0999755859375,1284.5,1269.699951171875,1273.199951171875,3049.0,2633.929931640625,2657.739990234375,2633.929931640625,2647.580078125,4965700000.0,170.48599243164062,195.3939971923828,156.531005859375,180.13800048828125,128112000,431.2149963378906,465.49700927734375,401.2430114746094,447.114013671875,1903040000,9906.7900390625,10801.0,9202.0498046875,10233.599609375,8310689792
2017-12-01,3.0445001125335693,3.0975000858306885,3.0445001125335693,3.065500020980835,2053.0,1274.0999755859375,1288.5999755859375,1271.0,1278.800048828125,823.0,2645.10009765625,2650.6201171875,2605.52001953125,2642.219970703125,3950930000.0,179.7220001220703,191.8489990234375,169.76300048828125,190.93800354003906,70430496,445.2090148925781,472.6090087890625,428.31201171875,466.5400085449219,1247879936,10198.599609375,11046.7001953125,9694.650390625,10975.599609375,6783119872
2017-12-02,,,,,,,,,,,,,,,,190.83399963378906,205.26400756835938,186.6840057373047,203.03399658203125,80791104,466.85101318359375,476.239013671875,456.65301513671875,463.4490051269531,943649984,10978.2998046875,11320.2001953125,10905.099609375,11074.599609375,5138500096
2017-12-03,,,,,,,,,,,,,,,,203.36500549316406,209.08599853515625,191.2480010986328,200.05099487304688,111303000,463.7049865722656,482.8139953613281,451.85198974609375,465.8529968261719,990556992,11082.7001953125,11858.7001953125,10862.0,11323.2001953125,6608309760
2017-12-04,3.068000078201294,3.0840001106262207,3.059000015258789,3.062999963760376,886.0,1272.5,1276.0999755859375,1270.300048828125,1274.300048828125,850.0,2657.18994140625,2665.18994140625,2639.030029296875,2639.43994140625,4025840000.0,199.56199645996094,210.24200439453125,192.04200744628906,210.24200439453125,74534400,466.0539855957031,474.7770080566406,453.31201171875,470.2040100097656,1005550016,11315.400390625,11657.2001953125,11081.7998046875,11657.2001953125,6132409856
2017-12-05,3.063999891281128,3.065000057220459,2.9205000400543213,2.9205000400543213,1747.0,1275.4000244140625,1275.800048828125,1260.0,1261.5999755859375,1499.0,2639.780029296875,2648.719970703125,2627.72998046875,2629.570068359375,3547570000.0,211.1280059814453,272.64300537109375,208.8939971923828,269.4840087890625,352326016,470.29400634765625,473.5580139160156,457.6600036621094,463.281005859375,1216720000,11685.7001953125,12032.0,11604.599609375,11916.7001953125,6895260160
2017-12-06,2.928499937057495,2.9614999294281006,2.928499937057495,2.936500072479248,768.0,1264.9000244140625,1267.800048828125,1261.5999755859375,1262.800048828125,373.0,2626.239990234375,2634.409912109375,2624.75,2629.27001953125,3253080000.0,268.16400146484375,316.6679992675781,260.6109924316406,278.68499755859375,543884032,462.60400390625,462.7080078125,420.2099914550781,428.5880126953125,1998259968,11923.400390625,14369.099609375,11923.400390625,14291.5,12656300032
2017-12-07,2.9509999752044678,2.9679999351501465,2.928999900817871,2.940500020980835,692.0,1262.300048828125,1262.4000244140625,1243.9000244140625,1249.800048828125,358.0,2628.3798828125,2640.989990234375,2626.530029296875,2636.97998046875,3297060000.0,277.86700439453125,300.3219909667969,263.1730041503906,280.8550109863281,299528000,426.3689880371094,441.3970031738281,414.4110107421875,434.4079895019531,2129570048,14266.099609375,17899.69921875,14057.2998046875,17899.69921875,17950699520
2017-12-08,2.938499927520752,2.9665000438690186,2.938499927520752,2.9549999237060547,691.0,1246.300048828125,1249.300048828125,1241.5,1245.199951171875,157.0,2646.2099609375,2651.64990234375,2644.10009765625,2651.5,3126750000.0,281.3089904785156,284.8609924316406,250.64999389648438,276.7439880371094,201496992,434.989013671875,466.06201171875,422.36700439453125,456.031005859375,2336379904,17802.900390625,18353.400390625,14336.900390625,16569.400390625,21135998976
2017-12-09,,,,,,,,,,,,,,,,277.2659912109375,281.39801025390625,250.38800048828125,262.5329895019531,161152000,457.343994140625,504.1470031738281,456.25299072265625,473.50201416015625,2003849984,16523.30078125,16783.0,13674.900390625,15178.2001953125,13911300096
2017-12-10,,,,,,,,,,,,,,,,262.89898681640625,262.89898681640625,220.7689971923828,245.33299255371094,142120000,472.78900146484375,472.78900146484375,429.5140075683594,441.72100830078125,1404179968,15168.400390625,15850.599609375,13226.599609375,15455.400390625,13433299968
2017-12-11,2.950500011444092,2.993000030517578,2.940000057220459,2.98799991607666,479.0,1248.4000244140625,1249.199951171875,1239.9000244140625,1243.699951171875,146.0,2652.18994140625,2660.330078125,2651.469970703125,2659.989990234375,3141480000.0,244.9510040283203,281.0329895019531,244.14300537109375,279.66900634765625,152496992,440.3580017089844,516.968994140625,439.10400390625,515.135986328125,1771440000,15427.400390625,17513.900390625,15404.7998046875,16936.80078125,12153900032
2017-12-12,2.990000009536743,3.000499963760376,2.9830000400543213,2.999500036239624,836.0,1241.300048828125,1244.4000244140625,1236.5,1238.5,692.0,2661.72998046875,2669.719970703125,2659.780029296875,2664.110107421875,3568910000.0,281.4909973144531,319.8970031738281,281.18798828125,308.0669860839844,271785984,522.2860107421875,657.3179931640625,504.4939880371094,651.4310302734375,5179829760,16919.80078125,17781.80078125,16571.599609375,17415.400390625,14603799552
2017-12-13,2.993000030517578,3.0350000858306885,2.993000030517578,3.0295000076293945,535.0,1241.9000244140625,1254.5,1239.800048828125,1245.4000244140625,349.0,2667.590087890625,2671.8798828125,2662.85009765625,2662.85009765625,3568360000.0,307.4309997558594,330.34600830078125,284.7439880371094,305.7449951171875,248583008,644.906005859375,747.9929809570312,597.7979736328125,702.7670288085938,4524539904,17500.0,17653.099609375,16039.7001953125,16408.19921875,12976900096
2017-12-14,3.0329999923706055,3.052000045776367,3.0160000324249268,3.0485000610351562,1029.0,1252.9000244140625,1257.699951171875,1250.300048828125,1253.800048828125,139.0,2665.8701171875,2668.090087890625,2652.010009765625,2652.010009765625,3442760000.0,303.2640075683594,335.5270080566406,301.39599609375,325.20599365234375,261052992,700.593994140625,753.1209716796875,664.989013671875,695.8159790039062,3821580032,16384.599609375,17085.80078125,16185.900390625,16564.0,13777399808
2017-12-15,3.0420000553131104,3.114500045776367,3.0420000553131104,3.109999895095825,560.0,1253.0999755859375,1260.300048828125,1253.0999755859375,1254.300048828125,578.0,2660.6298828125,2679.6298828125,2659.139892578125,2675.81005859375,5736910000.0,325.6059875488281,326.07598876953125,296.0780029296875,312.3219909667969,163054000,696.3759765625,697.1320190429688,621.0609741210938,684.447998046875,2758710016,16601.30078125,18154.099609375,16601.30078125,17706.900390625,14309999616
2017-12-16,,,,,,,,,,,,,,,,312.6099853515625,331.5429992675781,311.71099853515625,327.3210144042969,164860992,686.1920166015625,718.385009765625,680.7860107421875,696.208984375,2165690112,17760.30078125,19716.69921875,17515.30078125,19497.400390625,12740599808
2017-12-17,,,,,,,,,,,,,,,,328.0580139160156,365.2439880371094,327.2720031738281,351.37298583984375,278704992,696.2369995117188,735.8250122070312,696.2369995117188,719.9749755859375,2147389952,19475.80078125,20089.0,18974.099609375,19140.80078125,13314599936
2017-12-18,3.0959999561309814,3.122999906539917,3.0899999141693115,3.121999979019165,618.0,1256.199951171875,1262.4000244140625,1255.699951171875,1262.199951171875,45.0,2685.919921875,2694.969970703125,2685.919921875,2690.159912109375,3727770000.0,353.0660095214844,381.5119934082031,332.0920104980469,381.5119934082031,217306000,721.7319946289062,803.927978515625,689.2310180664062,794.64501953125,3249230080,19106.400390625,19371.0,18355.900390625,19114.19921875,14839499776
2017-12-19,3.1110000610351562,3.129499912261963,3.0920000076293945,3.127500057220459,711.0,1261.0999755859375,1264.300048828125,1259.5,1260.699951171875,329.0,2692.7099609375,2694.43994140625,2680.739990234375,2681.469970703125,3407680000.0,381.0660095214844,406.03399658203125,346.9419860839844,377.2359924316406,317292000,793.9010009765625,881.9439697265625,785.3419799804688,826.822998046875,4096549888,19118.30078125,19177.80078125,17275.400390625,17776.69921875,16894499840
2017-12-20,3.119499921798706,3.177000045776367,3.119499921798706,3.1714999675750732,600.0,1261.300048828125,1266.5999755859375,1261.300048828125,1266.0999755859375,63.0,2688.179931640625,2691.010009765625,2676.110107421875,2679.25,3246230000.0,375.7139892578125,476.39801025390625,329.95001220703125,469.197998046875,498648000,827.5159912109375,845.06201171875,756.0040283203125,819.0859985351562,3969939968,17760.30078125,17934.69921875,16077.7001953125,16624.599609375,22149699584
2017-12-21,3.1695001125335693,3.194499969482422,3.1630001068115234,3.194499969482422,977.0,1266.4000244140625,1267.4000244140625,1264.300048828125,1267.300048828125,226.0,2683.02001953125,2692.639892578125,2682.39990234375,2684.570068359375,3293130000.0,470.2869873046875,470.2869873046875,390.5509948730469,417.9800109863281,354020992,820.2360229492188,880.5430297851562,792.6890258789062,821.06298828125,3569060096,16642.400390625,17567.69921875,15342.7001953125,15802.900390625,16516599808
2017-12-22,3.188499927520752,3.2184998989105225,3.184499979019165,3.2144999504089355,946.0,1266.300048828125,1276.300048828125,1266.300048828125,1275.4000244140625,119.0,2684.219970703125,2685.35009765625,2678.1298828125,2683.340087890625,2401030000.0,419.52899169921875,423.4219970703125,255.66799926757812,346.1130065917969,334616992,822.6430053710938,827.6829833984375,543.7620239257812,674.8599853515625,4977710080,15898.0,15943.400390625,11833.0,13831.7998046875,22197999616
2017-12-23,,,,,,,,,,,,,,,,349.7619934082031,417.6470031738281,344.3810119628906,382.03900146484375,190116992,681.3159790039062,763.89501953125,679.7310180664062,719.3870239257812,2480339968,13948.7001953125,15603.2001953125,13828.7998046875,14699.2001953125,13086000128
2017-12-24,,,,,,,,,,,,,,,,391.0150146484375,391.0150146484375,297.0929870605469,337.05999755859375,134675008,721.7689819335938,721.7689819335938,614.9219970703125,694.1480102539062,2300549888,14608.2001953125,14626.0,12747.7001953125,13925.7998046875,11572299776
2017-12-25,,,,,,,,,,,,,,,,339.6889953613281,365.86700439453125,323.2040100097656,360.7820129394531,119632000,698.8699951171875,782.52099609375,698.8699951171875,765.833984375,2491760128,13995.900390625,14593.0,13448.900390625,14026.599609375,10664699904
2017-12-26,3.2209999561309814,3.257999897003174,3.2209999561309814,3.25600004196167,500.0,1282.4000244140625,1284.0999755859375,1281.800048828125,1284.0999755859375,84.0,2679.090087890625,2682.739990234375,2677.9599609375,2680.5,1970660000.0,361.0849914550781,384.77099609375,357.27301025390625,381.5429992675781,161342000,763.3699951171875,786.7899780273438,760.9349975585938,773.8359985351562,2201159936,14036.599609375,16461.19921875,14028.900390625,16099.7998046875,13454300160
2017-12-27,3.256999969482422,3.256999969482422,3.256999969482422,3.256999969482422,1033.0,1284.0,1287.0,1284.0,1287.0,456.0,2682.10009765625,2685.639892578125,2678.909912109375,2682.6201171875,2202900000.0,381.3030090332031,442.5950012207031,381.3030090332031,421.8489990234375,250742000,774.969970703125,789.2529907226562,738.4130249023438,762.8419799804688,2100029952,16163.5,16930.900390625,15114.2998046875,15838.5,12487600128
2017-12-28,3.249500036239624,3.2955000400543213,3.249500036239624,3.2860000133514404,814.0,1288.199951171875,1294.0999755859375,1288.199951171875,1294.0999755859375,245.0,2686.10009765625,2687.659912109375,2682.68994140625,2687.5400390625,2174890000.0,422.5069885253906,422.5069885253906,359.4930114746094,378.90399169921875,162716992,762.2080078125,763.3189697265625,701.18701171875,737.0230102539062,2389149952,15864.099609375,15888.400390625,13937.2998046875,14606.5,12336499712
2017-12-29,3.253000020980835,3.2795000076293945,3.253000020980835,3.2795000076293945,874.0,1294.199951171875,1306.300048828125,1294.0,1306.300048828125,65.0,2689.14990234375,2692.1201171875,2673.610107421875,2673.610107421875,2447760000.0,381.3030090332031,387.56298828125,358.0710144042969,377.3659973144531,173824992,740.3889770507812,770.1170043945312,729.6079711914062,753.5919799804688,2648969984,14695.7998046875,15279.0,14307.0,14656.2001953125,13025500160
2017-12-30,,,,,,,,,,,,,,,,378.52099609375,378.52099609375,319.6090087890625,330.8039855957031,140463008,753.8150024414062,753.8150024414062,685.2310180664062,717.2570190429688,3187780096,14681.900390625,14681.900390625,12350.099609375,12952.2001953125,14452599808
2017-12-31,,,,,,,,,,,,,,,,329.00201416015625,356.7659912109375,327.4129943847656,349.0260009765625,101667000,712.2119750976562,760.3480224609375,710.1190185546875,756.7329711914062,2554269952,12897.7001953125,14377.400390625,12755.599609375,14156.400390625,12136299520
2018-01-01,,,,,,,,,,,,,,,,349.54901123046875,363.7879943847656,336.9779968261719,358.989990234375,110244000,755.7570190429688,782.530029296875,742.0040283203125,772.6409912109375,2595760128,14112.2001953125,14112.2001953125,13154.7001953125,13657.2001953125,10291200000
2018-01-02,3.250999927520752,3.2669999599456787,3.250499963760376,3.25600004196167,764.0,1302.300048828125,1317.5999755859375,1302.300048828125,1313.699951171875,68.0,2683.72998046875,2695.889892578125,2682.360107421875,2695.81005859375,3397430000.0,359.05999755859375,387.7900085449219,359.05999755859375,383.4169921875,224768992,772.3460083007812,914.8300170898438,772.3460083007812,884.4439697265625,5783349760,13625.0,15444.599609375,13163.599609375,14982.099609375,16846600192
2018-01-03,3.239000082015991,3.243499994277954,3.2219998836517334,3.236999988555908,328.0,1320.0,1320.0999755859375,1312.0999755859375,1316.199951171875,42.0,2697.85009765625,2714.3701171875,2697.77001953125,2713.06005859375,3544030000.0,382.7439880371094,418.25799560546875,378.85699462890625,412.06298828125,180190000,886.0,974.4710083007812,868.4509887695312,962.719970703125,5093159936,14978.2001953125,15572.7998046875,14844.5,15201.0,16871900160
2018-01-04,3.263000011444092,3.263000011444092,3.2360000610351562,3.242500066757202,322.0,1319.4000244140625,1322.0,1319.4000244140625,1319.4000244140625,2.0,2719.31005859375,2729.2900390625,2719.070068359375,2723.989990234375,3697340000.0,414.4100036621094,419.7179870605469,383.5400085449219,403.0480041503906,166108000,961.7130126953125,1045.0799560546875,946.0859985351562,980.9219970703125,6502859776,15270.7001953125,15739.7001953125,14522.2001953125,15599.2001953125,21783199744
2018-01-05,3.2090001106262207,3.2109999656677246,3.2070000171661377,3.2070000171661377,575.0,1320.300048828125,1320.300048828125,1320.300048828125,1320.300048828125,1.0,2731.330078125,2743.449951171875,2727.919921875,2743.14990234375,3239280000.0,402.3840026855469,407.0350036621094,373.8919982910156,384.9360046386719,182618000,975.75,1075.3900146484375,956.3250122070312,997.719970703125,6683149824,15477.2001953125,17705.19921875,15202.7998046875,17429.5,23840899072
2018-01-06,,,,,,,,,,,,,,,,385.364990234375,452.77099609375,380.2139892578125,452.77099609375,235391008,995.1539916992188,1060.7099609375,994.6220092773438,1041.6800537109375,4662219776,17462.099609375,17712.400390625,16764.599609375,17527.0,18314600448
2018-01-07,,,,,,,,,,,,,,,,456.1510009765625,495.83599853515625,453.3909912109375,459.33099365234375,262443008,1043.010009765625,1153.1700439453125,1043.010009765625,1153.1700439453125,5569880064,17527.30078125,17579.599609375,16087.7001953125,16477.599609375,15866000384
2018-01-08,3.2054998874664307,3.2139999866485596,3.200000047683716,3.2009999752044678,695.0,1319.9000244140625,1319.9000244140625,1314.5999755859375,1318.5999755859375,41.0,2742.669921875,2748.510009765625,2737.60009765625,2747.7099609375,3246160000.0,458.34698486328125,469.7049865722656,357.5409851074219,405.0740051269531,220924000,1158.260009765625,1266.9300537109375,1016.0499877929688,1148.530029296875,8450970112,16476.19921875,16537.900390625,14208.2001953125,15170.099609375,18413899776
2018-01-09,3.2190001010894775,3.2235000133514404,3.193000078201294,3.194499969482422,833.0,1309.5999755859375,1311.699951171875,1309.5999755859375,1311.699951171875,16.0,2751.14990234375,2759.139892578125,2747.860107421875,2751.2900390625,3467460000.0,403.7070007324219,447.6050109863281,398.531005859375,413.3340148925781,522438016,1146.0,1320.97998046875,1145.489990234375,1299.739990234375,7965459968,15123.7001953125,15497.5,14424.0,14595.400390625,16659999744
2018-01-10,3.2265000343322754,3.2265000343322754,3.2149999141693115,3.2149999141693115,380.0,1320.300048828125,1320.699951171875,1315.300048828125,1317.4000244140625,70.0,2745.550048828125,2750.800048828125,2736.06005859375,2748.22998046875,3579900000.0,413.2489929199219,419.06500244140625,370.5199890136719,407.7409973144531,265152000,1300.3399658203125,1417.3800048828125,1226.5999755859375,1255.8199462890625,9214950400,14588.5,14973.2998046875,13691.2001953125,14973.2998046875,18500800512
2018-01-11,3.2149999141693115,3.2155001163482666,3.2100000381469727,3.2135000228881836,320.0,1317.0999755859375,1320.5999755859375,1316.300048828125,1320.5999755859375,9.0,2752.969970703125,2767.56005859375,2752.780029296875,2767.56005859375,3645690000.0,406.0840148925781,415.89599609375,346.6940002441406,355.5920104980469,187722000,1268.0899658203125,1337.300048828125,1135.1700439453125,1154.9300537109375,7235899904,14968.2001953125,15018.7998046875,13105.900390625,13405.7998046875,16534099968
2018-01-12,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,321.0,1327.800048828125,1338.199951171875,1327.800048828125,1333.4000244140625,14.0,2770.179931640625,2787.85009765625,2769.639892578125,2786.239990234375,3587220000.0,358.6159973144531,394.7829895019531,347.322998046875,394.7829895019531,158188992,1158.2900390625,1296.0400390625,1120.0899658203125,1273.199951171875,5222300160,13453.900390625,14229.900390625,13158.099609375,13980.599609375,12065699840
2018-01-13,,,,,,,,,,,,,,,,393.0400085449219,433.34600830078125,393.0400085449219,420.0539855957031,248704992,1270.469970703125,1432.8800048828125,1270.469970703125,1396.4200439453125,5746760192,13952.400390625,14659.5,13952.400390625,14360.2001953125,12763599872
2018-01-14,,,,,,,,,,,,,,,,420.33599853515625,444.0140075683594,384.30499267578125,399.5190124511719,180678000,1397.47998046875,1400.56005859375,1286.2099609375,1366.77001953125,4841630208,14370.7998046875,14511.7998046875,13268.0,13772.0,11084099584
2018-01-15,,,,,,,,,,,,,,,,396.0169982910156,444.3429870605469,392.37200927734375,414.57000732421875,264782000,1365.2099609375,1390.5899658203125,1290.5999755859375,1291.9200439453125,4781100032,13767.2998046875,14445.5,13641.7001953125,13819.7998046875,12750799872
2018-01-16,3.241499900817871,3.246500015258789,3.1679999828338623,3.1989998817443848,1024.0,1331.0999755859375,1335.4000244140625,1331.0,1335.4000244140625,13.0,2798.9599609375,2807.5400390625,2768.639892578125,2776.419921875,4362880000.0,415.9280090332031,418.98699951171875,261.197998046875,320.0369873046875,283036000,1292.6300048828125,1292.6300048828125,875.5449829101562,1053.68994140625,8405139968,13836.099609375,13843.099609375,10194.900390625,11490.5,18853799936
2018-01-17,3.1700000762939453,3.1714999675750732,3.1600000858306885,3.1665000915527344,674.0,1334.4000244140625,1338.0,1326.800048828125,1338.0,27.0,2784.989990234375,2807.0400390625,2778.3798828125,2802.56005859375,3790340000.0,318.9320068359375,332.1189880371094,240.35699462890625,319.1860046386719,192936992,1061.3399658203125,1090.22998046875,780.9219970703125,1014.25,8545160192,11431.099609375,11678.0,9402.2900390625,11188.599609375,18830600192
